FinYear,State_sel,State_code,District_sel,District_code,Block_sel,Block_code,Panchayat_sel,Panchayat_code,Village_sel,Village_code,sr_no,habitation,SC,ST,GEN,TOTAL
As on (01/04/2025),Telangana,36,Bhadradri Kothagudem,740,Yellandu,6450,Pocharam Thanda,302693,Komraram,600071,8,Manikyaram,148,145,606,899
As on (01/04/2025),Telangana,36,Bhadradri Kothagudem,740,Yellandu,6450,Pocharam Thanda,302693,Komraram,600071,9,Manjyathanda,0,56,0,56
As on (01/04/2025),Telangana,36,Bhadradri Kothagudem,740,Yellandu,6450,Pocharam Thanda,302693,Komraram,600071,10,Marigudem,0,89,50,139
As on (01/04/2025),Telangana,36,Bhadradri Kothagudem,740,Yellandu,6450,Pocharam Thanda,302693,Komraram,600071,11,Marrigudem,0,173,32,205
As on (01/04/2025),Telangana,36,Bhadradri Kothagudem,740,Yellandu,6450,Pocharam Thanda,302693,Komraram,600071,12,Nanyathanda,0,4,0,4
As on (01/04/2025),Telangana,36,Bhadradri Kothagudem,740,Yellandu,6450,Pocharam Thanda,302693,Komraram,600071,13,Pocharam,167,402,157,726
As on (01/04/2025),Telangana,36,Bhadradri Kothagudem,740,Yellandu,6450,Pocharam Thanda,302693,Komraram,600071,14,Polaram,112,607,436,1155
As on (01/04/2025),Telangana,36,Bhadradri Kothagudem,740,Yellandu,6450,Pocharam Thanda,302693,Komraram,600071,15,Poolyathanda,0,85,0,85
As on (01/04/2025),Telangana,36,Bhadradri Kothagudem,740,Yellandu,6450,Pocharam Thanda,302693,Komraram,600071,16,Raghavapuram,0,175,0,175
As on (01/04/2025),Telangana,36,Bhadradri Kothagudem,740,Yellandu,6450,Pocharam Thanda,302693,Komraram,600071,17,Rallagumpu,0,207,0,207
As on (01/04/2025),Telangana,36,Bhadradri Kothagudem,740,Yellandu,6450,Pocharam Thanda,302693,Komraram,600071,18,Ramakrishnapuram,0,201,0,201
As on (01/04/2025),Telangana,36,Bhadradri Kothagudem,740,Yellandu,6450,Pocharam Thanda,302693,Komraram,600071,19,Ramvaram,0,387,0,387
As on (01/04/2025),Telangana,36,Bhadradri Kothagudem,740,Yellandu,6450,Pocharam Thanda,302693,Komraram,600071,20,Sitla Thanda,0,131,0,131
As on (01/04/2025),Telangana,36,Bhadradri Kothagudem,740,Yellandu,6450,Pocharam Thanda,302693,Komraram,600071,21,Vompugudem,0,366,0,366
As on (01/04/2025),Telangana,36,Bhadradri Kothagudem,740,Yellandu,6450,Pocharam Thanda,302693,Komraram,600071,22,Yellapuaram,0,432,0,432
As on (01/04/2025),Telangana,36,Bhadradri Kothagudem,740,Yellandu,6450,Pocharam Thanda,302693,Komraram,600071,23,Yellapuram,0,331,60,391
As on (01/04/2025),Telangana,36,Bhadradri Kothagudem,740,Yellandu,6450,Pubelly,302734,Sudimalla,600093,1,Dandagundala,0,143,0,143
As on (01/04/2025),Telangana,36,Bhadradri Kothagudem,740,Yellandu,6450,Pubelly,302734,Sudimalla,600093,2,Puballi,8,540,25,573
As on (01/04/2025),Telangana,36,Bhadradri Kothagudem,740,Yellandu,6450,Raghaboinagudem,240502,Ragaboina Gudem,600106,1,Bodia Thanda,0,50,0,50
As on (01/04/2025),Telangana,36,Bhadradri Kothagudem,740,Yellandu,6450,Raghaboinagudem,240502,Ragaboina Gudem,600106,2,Botimedi Gumpu,202,156,25,383
As on (01/04/2025),Telangana,36,Bhadradri Kothagudem,740,Yellandu,6450,Raghaboinagudem,240502,Ragaboina Gudem,600106,3,Gopala Puram,0,90,0,90
As on (01/04/2025),Telangana,36,Bhadradri Kothagudem,740,Yellandu,6450,Raghaboinagudem,240502,Ragaboina Gudem,600106,4,Korla Gudem,95,0,0,95
As on (01/04/2025),Telangana,36,Bhadradri Kothagudem,740,Yellandu,6450,Raghaboinagudem,240502,Ragaboina Gudem,600106,5,Lambadi Thanda,0,209,0,209
As on (01/04/2025),Telangana,36,Bhadradri Kothagudem,740,Yellandu,6450,Raghaboinagudem,240502,Ragaboina Gudem,600106,6,Laxmi Puram,0,173,0,173
As on (01/04/2025),Telangana,36,Bhadradri Kothagudem,740,Yellandu,6450,Raghaboinagudem,240502,Ragaboina Gudem,600106,7,Mogili Kannaiah Gumpu,0,173,0,173
As on (01/04/2025),Telangana,36,Bhadradri Kothagudem,740,Yellandu,6450,Raghaboinagudem,240502,Ragaboina Gudem,600106,8,Motlagudem,0,103,55,158
As on (01/04/2025),Telangana,36,Bhadradri Kothagudem,740,Yellandu,6450,Raghaboinagudem,240502,Ragaboina Gudem,600106,9,Narayana Puram,0,371,24,395
As on (01/04/2025),Telangana,36,Bhadradri Kothagudem,740,Yellandu,6450,Raghaboinagudem,240502,Ragaboina Gudem,600106,10,Ragaboina Gudem,220,111,50,381
As on (01/04/2025),Telangana,36,Bhadradri Kothagudem,740,Yellandu,6450,Raghaboinagudem,240502,Ragaboina Gudem,600106,11,Thangella Gadda,40,139,0,179
As on (01/04/2025),Telangana,36,Bhadradri Kothagudem,740,Yellandu,6450,Raghaboinagudem,240502,Ragaboina Gudem,600106,12,Zinkala Thanda,0,76,0,76
As on (01/04/2025),Telangana,36,Bhadradri Kothagudem,740,Yellandu,6450,Repallewada,302690,Challasamudram,600063,1,Kattugudem,80,493,120,693
As on (01/04/2025),Telangana,36,Bhadradri Kothagudem,740,Yellandu,6450,Repallewada,302690,Challasamudram,600063,2,Nizmapeta,0,240,100,340
As on (01/04/2025),Telangana,36,Bhadradri Kothagudem,740,Yellandu,6450,Repallewada,302690,Challasamudram,600063,3,Repallewada,40,667,360,1067
As on (01/04/2025),Telangana,36,Bhadradri Kothagudem,740,Yellandu,6450,Rompaid,291103,Rompaid,654869,1,Old Rompaid,25,446,500,971
As on (01/04/2025),Telangana,36,Bhadradri Kothagudem,740,Yellandu,6450,Rompaid,291103,Rompaid,654869,2,Voddugudem,0,151,20,171
As on (01/04/2025),Telangana,36,Bhadradri Kothagudem,740,Yellandu,6450,Subashnagar,302736,Sudimalla,600093,1,Ashok Nagar,0,183,10,193
As on (01/04/2025),Telangana,36,Bhadradri Kothagudem,740,Yellandu,6450,Subashnagar,302736,Sudimalla,600093,2,Lalithapuram,28,187,161,376
As on (01/04/2025),Telangana,36,Bhadradri Kothagudem,740,Yellandu,6450,Subashnagar,302736,Sudimalla,600093,3,Subash Nagar,550,2045,1554,4149
As on (01/04/2025),Telangana,36,Bhadradri Kothagudem,740,Yellandu,6450,Sudimalla,240501,Sudimalla,600093,1,Hanumanthulapadu,250,260,262,772
As on (01/04/2025),Telangana,36,Bhadradri Kothagudem,740,Yellandu,6450,Sudimalla,240501,Sudimalla,600093,2,Jagadambagumpu,0,204,0,204
As on (01/04/2025),Telangana,36,Bhadradri Kothagudem,740,Yellandu,6450,Sudimalla,240501,Sudimalla,600093,3,Kothuru,0,328,0,328
As on (01/04/2025),Telangana,36,Bhadradri Kothagudem,740,Yellandu,6450,Sudimalla,240501,Sudimalla,600093,4,Narsapuram,0,83,0,83
As on (01/04/2025),Telangana,36,Bhadradri Kothagudem,740,Yellandu,6450,Sudimalla,240501,Sudimalla,600093,5,Sudimalla,200,539,0,739
As on (01/04/2025),Telangana,36,Bhadradri Kothagudem,740,Yellandu,6450,Sudimalla,240501,Sudimalla,600093,6,Vajjavarigumpu,0,353,0,353
As on (01/04/2025),Telangana,36,Bhadradri Kothagudem,740,Yellandu,6450,Thilak Nagar,302729,Mamidigundala,654912,1,Bollinagar,20,0,175,195
As on (01/04/2025),Telangana,36,Bhadradri Kothagudem,740,Yellandu,6450,Thilak Nagar,302729,Rompaid,654869,1,Kotha Poosapally,0,370,0,370
As on (01/04/2025),Telangana,36,Bhadradri Kothagudem,740,Yellandu,6450,Thilak Nagar,302729,Rompaid,654869,2,Kummaribasthi 21 Pit,204,406,366,976
As on (01/04/2025),Telangana,36,Bhadradri Kothagudem,740,Yellandu,6450,Thilak Nagar,302729,Rompaid,654869,3,Pathapoosapally,32,138,80,250
As on (01/04/2025),Telangana,36,Bhadradri Kothagudem,740,Yellandu,6450,Thilak Nagar,302729,Rompaid,654869,4,Tilaknagar 21 Pit,204,60,366,630
As on (01/04/2025),Telangana,36,Bhadradri Kothagudem,740,Yellandu,6450,Vijaylaxmi Nagar,302730,Rompaid,654869,1,21 Pit,0,0,727,727
As on (01/04/2025),Telangana,36,Bhadradri Kothagudem,740,Yellandu,6450,Vijaylaxmi Nagar,302730,Rompaid,654869,2,21pitvijayalaxmicolony,204,269,366,839
As on (01/04/2025),Telangana,36,Bhadradri Kothagudem,740,Yellandu,6450,Vijaylaxmi Nagar,302730,Rompaid,654869,3,Bhupeshnagar,135,129,218,482
As on (01/04/2025),Telangana,36,Bhadradri Kothagudem,740,Yellandu,6450,Vijaylaxmi Nagar,302730,Rompaid,654869,4,Sc Co Quarters 21 Area,80,82,180,342
As on (01/04/2025),Telangana,36,Bhadradri Kothagudem,740,Yellandu,6450,Voddugudem,302691,Challasamudram,600063,1,Channangulagadda,38,321,199,558
As on (01/04/2025),Telangana,36,Bhadradri Kothagudem,740,Yellandu,6450,Voddugudem,302691,Challasamudram,600063,2,Nehru Nagar,0,870,71,941
As on (01/04/2025),Telangana,36,Bhadradri Kothagudem,740,Yellandu,6450,Voddugudem,302691,Challasamudram,600063,3,Voddugudem,35,412,183,630
As on (01/04/2025),Telangana,36,Hanumakonda,760,Atmakur,963,Agrampahad,18691,Agrampadu,23107,1,Agrampahad,300,14,450,764
As on (01/04/2025),Telangana,36,Hanumakonda,760,Atmakur,963,Agrampahad,18691,Agrampadu,23107,2,Bothalapalle,0,0,134,134
As on (01/04/2025),Telangana,36,Hanumakonda,760,Atmakur,963,Atmakur,18698,Athmakur,23115,1,Atmakur,1312,79,5709,7100
As on (01/04/2025),Telangana,36,Hanumakonda,760,Atmakur,963,Atmakur,18698,Athmakur,23115,2,Gudepahad,456,31,1459,1946
As on (01/04/2025),Telangana,36,Hanumakonda,760,Atmakur,963,Atmakur,18698,Athmakur,23115,3,Thirmalagiri,0,0,500,500
As on (01/04/2025),Telangana,36,Hanumakonda,760,Atmakur,963,Choudlapalle,18695,Choudlapalle,23111,1,Choudlapalle,433,6,623,1062
As on (01/04/2025),Telangana,36,Hanumakonda,760,Atmakur,963,Choudlapalle,18695,Choudlapalle,23111,2,Oggampalle,0,0,283,283
As on (01/04/2025),Telangana,36,Hanumakonda,760,Atmakur,963,Housebuzurg,18702,Housebuzurg,23119,1,Housebuzurg,172,3,1184,1359
As on (01/04/2025),Telangana,36,Hanumakonda,760,Atmakur,963,Kamaram,18696,Brahmanapally,598812,1,Brahamanpalle,63,0,0,63
As on (01/04/2025),Telangana,36,Hanumakonda,760,Atmakur,963,Kamaram,18696,Kamaram,23112,1,Kamaram,305,12,790,1107
As on (01/04/2025),Telangana,36,Hanumakonda,760,Atmakur,963,Katakshapur,303064,Katakshapur,598819,1,Katakshapur,41,109,745,895
As on (01/04/2025),Telangana,36,Hanumakonda,760,Atmakur,963,Kothagattu,18683,Kothagattu,23099,1,Kothagattu,166,5,379,550
As on (01/04/2025),Telangana,36,Hanumakonda,760,Atmakur,963,LINGAMADUGU PALLY,303065,Peddapur,23108,1,Akkampeta,663,78,2663,3404
As on (01/04/2025),Telangana,36,Hanumakonda,760,Atmakur,963,LINGAMADUGU PALLY,303065,Peddapur,23108,2,Lingamadugupally,0,0,695,695
As on (01/04/2025),Telangana,36,Hanumakonda,760,Atmakur,963,LINGAMADUGU PALLY,303065,Peddapur,23108,3,Nagaiahpally,150,8,504,662
As on (01/04/2025),Telangana,36,Hanumakonda,760,Atmakur,963,Malakpet,18682,Malkapet,23098,1,Malkapet,133,0,855,988
As on (01/04/2025),Telangana,36,Hanumakonda,760,Atmakur,963,Neerukulla,18701,Neerukulla,23118,1,Neerukulla,1538,4,2683,4225
As on (01/04/2025),Telangana,36,Hanumakonda,760,Atmakur,963,Peddapur,18692,Peddapur,23108,1,Peddapur,1016,0,2595,3611
As on (01/04/2025),Telangana,36,Hanumakonda,760,Atmakur,963,Penchikalapeta,18697,Penchikalapeta,23114,1,Penchikalapeta,599,109,1871,2579
As on (01/04/2025),Telangana,36,Hanumakonda,760,Bheemadevarapalli,927,Bheemdevarapalli,17950,Bheemdevara Pally,22312,1,Bheemdevara Pally,713,29,1837,2579
As on (01/04/2025),Telangana,36,Hanumakonda,760,Bheemadevarapalli,927,CHANTAIAH PALLY,303086,Kothakonda,22320,1,Chantaiah Pally,117,8,622,747
As on (01/04/2025),Telangana,36,Hanumakonda,760,Bheemadevarapalli,927,CHANTAIAH PALLY,303086,Kothakonda,22320,2,Dharmaram,365,81,660,1106
As on (01/04/2025),Telangana,36,Hanumakonda,760,Bheemadevarapalli,927,CHANTAIAH PALLY,303086,Kothakonda,22320,3,Goverdhan Thanda,0,104,0,104
As on (01/04/2025),Telangana,36,Hanumakonda,760,Bheemadevarapalli,927,Gandhinagar,303088,Manikya Pur,22310,1,Gandhinagar,485,15,296,796
As on (01/04/2025),Telangana,36,Hanumakonda,760,Bheemadevarapalli,927,Gandhinagar,303088,Manikya Pur,22310,2,Gollapally,20,0,963,983
As on (01/04/2025),Telangana,36,Hanumakonda,760,Bheemadevarapalli,927,Gatlanarsingapoor,17951,Gatlanarsingapur,22313,1,Bollanapally,0,12,518,530
As on (01/04/2025),Telangana,36,Hanumakonda,760,Bheemadevarapalli,927,Gatlanarsingapoor,17951,Gatlanarsingapur,22313,2,Gatlanarsingapur,984,217,2895,4096
As on (01/04/2025),Telangana,36,Hanumakonda,760,Bheemadevarapalli,927,Gollapalli,303090,Mustafapur,22315,1,Gollapally,0,0,522,522
As on (01/04/2025),Telangana,36,Hanumakonda,760,Bheemadevarapalli,927,Koppur,17949,Koppur,22311,1,Koppur,488,24,2021,2533
As on (01/04/2025),Telangana,36,Hanumakonda,760,Bheemadevarapalli,927,Kothakonda,17958,Kothakonda,22320,1,Kothakonda,414,34,2065,2513
As on (01/04/2025),Telangana,36,Hanumakonda,760,Bheemadevarapalli,927,Kothakonda,17958,Kothakonda,22320,2,Rangareddy Thanda,0,140,0,140
As on (01/04/2025),Telangana,36,Hanumakonda,760,Bheemadevarapalli,927,Kothapalli,17956,Kothapally,22318,1,Bc Colony,0,0,619,619
As on (01/04/2025),Telangana,36,Hanumakonda,760,Bheemadevarapalli,927,Kothapalli,17956,Kothapally,22318,2,Kothapally,199,4,1961,2164
As on (01/04/2025),Telangana,36,Hanumakonda,760,Bheemadevarapalli,927,Kothapalli,17956,Kothapally,22318,3,Sc Colony,577,0,258,835
As on (01/04/2025),Telangana,36,Hanumakonda,760,Bheemadevarapalli,927,Kothapalli,17956,Kothapally,22318,4,Tenuguvandla Indlu,0,0,581,581
As on (01/04/2025),Telangana,36,Hanumakonda,760,Bheemadevarapalli,927,Mallaram,17960,Mallaram,22322,1,Mallaram,495,463,1700,2658
As on (01/04/2025),Telangana,36,Hanumakonda,760,Bheemadevarapalli,927,Mallaram,17960,Mallaram,22322,2,Mysampally,0,0,92,92
As on (01/04/2025),Telangana,36,Hanumakonda,760,Bheemadevarapalli,927,Mallaram,17960,Mallaram,22322,3,Narsampally,0,0,125,125
As on (01/04/2025),Telangana,36,Hanumakonda,760,Bheemadevarapalli,927,Mallaram,17960,Mallaram,22322,4,Poosavarlapally,0,0,10,10
As on (01/04/2025),Telangana,36,Hanumakonda,760,Bheemadevarapalli,927,Manikyapoor,17948,Manikya Pur,22310,1,Manikyapur,160,15,1229,1404
As on (01/04/2025),Telangana,36,Hanumakonda,760,Bheemadevarapalli,927,Mulkanoor,17955,Mulkanur,22317,1,B.c Colony,67,0,318,385
As on (01/04/2025),Telangana,36,Hanumakonda,760,Bheemadevarapalli,927,Mulkanoor,17955,Mulkanur,22317,2,Lambadi Thanda,0,145,0,145
As on (01/04/2025),Telangana,36,Hanumakonda,760,Bheemadevarapalli,927,Mulkanoor,17955,Mulkanur,22317,3,Maddivani Pally,0,0,60,60
As on (01/04/2025),Telangana,36,Hanumakonda,760,Bheemadevarapalli,927,Mulkanoor,17955,Mulkanur,22317,4,Mulkanur,2240,80,6076,8396
As on (01/04/2025),Telangana,36,Hanumakonda,760,Bheemadevarapalli,927,Mustafapoor,17953,Mustafapur,22315,1,Bokkalapally,5,0,64,69
As on (01/04/2025),Telangana,36,Hanumakonda,760,Bheemadevarapalli,927,Mustafapoor,17953,Mustafapur,22315,2,Kothapally,0,87,0,87
As on (01/04/2025),Telangana,36,Hanumakonda,760,Bheemadevarapalli,927,Mustafapoor,17953,Mustafapur,22315,3,Mactyanayaik,0,101,54,155
As on (01/04/2025),Telangana,36,Hanumakonda,760,Bheemadevarapalli,927,Mustafapoor,17953,Mustafapur,22315,4,Mustafapur,528,0,1030,1558
As on (01/04/2025),Telangana,36,Hanumakonda,760,Bheemadevarapalli,927,Mustafapoor,17953,Mustafapur,22315,5,Poolnaik,0,113,7,120
As on (01/04/2025),Telangana,36,Hanumakonda,760,Bheemadevarapalli,927,Mutharam,17954,Mutharam,22316,1,Hawaddarpally,7,0,200,207
As on (01/04/2025),Telangana,36,Hanumakonda,760,Bheemadevarapalli,927,Mutharam,17954,Mutharam,22316,2,Lambadithanda,0,95,0,95
As on (01/04/2025),Telangana,36,Hanumakonda,760,Bheemadevarapalli,927,Mutharam,17954,Mutharam,22316,3,Mutharam,503,9,394,906
As on (01/04/2025),Telangana,36,Hanumakonda,760,Bheemadevarapalli,927,Rasoolpalli,303093,Mallaram,22322,1,Rasoolapally,32,0,593,625
As on (01/04/2025),Telangana,36,Hanumakonda,760,Bheemadevarapalli,927,Rathnagiri,17947,Ratnagiri,22309,1,Lambadi Thanda,0,154,0,154
As on (01/04/2025),Telangana,36,Hanumakonda,760,Bheemadevarapalli,927,Rathnagiri,17947,Ratnagiri,22309,2,Ratnagiri,356,6,1295,1657
As on (01/04/2025),Telangana,36,Hanumakonda,760,Bheemadevarapalli,927,Vangara,17944,Vangara,22306,1,Lambadi Thanda-ramnagar,0,0,116,116
As on (01/04/2025),Telangana,36,Hanumakonda,760,Bheemadevarapalli,927,Vangara,17944,Vangara,22306,2,Mala Pally,40,0,29,69
As on (01/04/2025),Telangana,36,Hanumakonda,760,Bheemadevarapalli,927,Vangara,17944,Vangara,22306,3,Mangalapally,134,43,342,519
As on (01/04/2025),Telangana,36,Hanumakonda,760,Bheemadevarapalli,927,Vangara,17944,Vangara,22306,4,Rangaiah Pally,0,0,1697,1697
As on (01/04/2025),Telangana,36,Hanumakonda,760,Bheemadevarapalli,927,Vangara,17944,Vangara,22306,5,Vangara,987,322,2371,3680
As on (01/04/2025),Telangana,36,Hanumakonda,760,Bheemadevarapalli,927,Veerlagadda Thanda,303094,Mallaram,22322,1,Ontimamidi Thanda,0,0,84,84
As on (01/04/2025),Telangana,36,Hanumakonda,760,Bheemadevarapalli,927,Veerlagadda Thanda,303094,Mallaram,22322,2,Vavillakunta Thanda,0,0,53,53
As on (01/04/2025),Telangana,36,Hanumakonda,760,Bheemadevarapalli,927,Veerlagadda Thanda,303094,Mallaram,22322,3,Veerlagaddathanda,8,159,127,294
As on (01/04/2025),Telangana,36,Hanumakonda,760,Bheemadevarapalli,927,Viswanadha Colony,303096,Koppur,22311,1,Vishwanatha Colony,0,0,522,522
As on (01/04/2025),Telangana,36,Hanumakonda,760,Damera,8043,Damera,18687,Damera,23103,1,Damera,1744,43,2809,4596
As on (01/04/2025),Telangana,36,Hanumakonda,760,Damera,8043,Kogilvai,18676,Kogilvai,23092,1,Kogilvai,582,22,1978,2582
As on (01/04/2025),Telangana,36,Hanumakonda,760,Damera,8043,Lyadalla,18680,Ledalla,23096,1,Arepalli,0,0,208,208
As on (01/04/2025),Telangana,36,Hanumakonda,760,Damera,8043,Lyadalla,18680,Ledalla,23096,2,Lyadalla,827,0,1441,2268
As on (01/04/2025),Telangana,36,Hanumakonda,760,Damera,8043,Mustyalapalle,18689,Mustyalapalle,23105,1,Mustyalapalle,585,34,837,1456
As on (01/04/2025),Telangana,36,Hanumakonda,760,Damera,8043,Mustyalapalle,18689,Mustyalapalle,23105,2,Takkallapahad,0,0,1104,1104
As on (01/04/2025),Telangana,36,Hanumakonda,760,Damera,8043,Oblapur,18688,Oblapur,23104,1,Oblapur,233,61,756,1050
As on (01/04/2025),Telangana,36,Hanumakonda,760,Damera,8043,Oorugonda,18684,Oorugonda,23100,1,Damannapet,0,0,698,698
As on (01/04/2025),Telangana,36,Hanumakonda,760,Damera,8043,Oorugonda,18684,Oorugonda,23100,2,Durgampet,453,26,256,735
As on (01/04/2025),Telangana,36,Hanumakonda,760,Damera,8043,Oorugonda,18684,Oorugonda,23100,3,Oorugonda,701,9,3202,3912
As on (01/04/2025),Telangana,36,Hanumakonda,760,Damera,8043,Oorugonda,18684,Oorugonda,23100,4,Seetharampur,0,0,609,609
As on (01/04/2025),Telangana,36,Hanumakonda,760,Damera,8043,Pasaragonda,18681,Pasargonda,23097,1,Pasargonda,489,7,1864,2360
As on (01/04/2025),Telangana,36,Hanumakonda,760,Damera,8043,Pulkurthy,18677,Pulkurthi,23093,1,Pulkurthi,1163,15,1861,3039
As on (01/04/2025),Telangana,36,Hanumakonda,760,Damera,8043,Singarajupalle,18678,Singarajupalle,23094,1,Singarajupalle,393,0,933,1326
As on (01/04/2025),Telangana,36,Hanumakonda,760,Damera,8043,Venkatapur,18679,Venkatapur,23095,1,Venkatapur,6,0,560,566
As on (01/04/2025),Telangana,36,Hanumakonda,760,Dharmasagar,937,Devunoor,18148,Devunoor,22516,1,Devunoor,444,4,2115,2563
As on (01/04/2025),Telangana,36,Hanumakonda,760,Dharmasagar,937,Dharmapur,18160,Dharmapur,22528,1,Dharmapur,717,11,1690,2418
As on (01/04/2025),Telangana,36,Hanumakonda,760,Dharmasagar,937,Dharmasagar,18151,Dharmasagar,22519,1,Dharmasagar,2499,106,5775,8380
As on (01/04/2025),Telangana,36,Hanumakonda,760,Dharmasagar,937,Janakipur,18154,Janakipuram,22522,1,Janakipuram,352,0,541,893
As on (01/04/2025),Telangana,36,Hanumakonda,760,Dharmasagar,937,Karunapuram,303053,Peddapendyala,22526,1,Karunapuram,534,17,279,830
As on (01/04/2025),Telangana,36,Hanumakonda,760,Dharmasagar,937,Keshavanagar,303054,Janakipuram,22522,1,Banjarapally,126,23,418,567
As on (01/04/2025),Telangana,36,Hanumakonda,760,Dharmasagar,937,Kyathampalle,18155,Kyathampalle,22523,1,Gurralakunta,0,0,105,105
As on (01/04/2025),Telangana,36,Hanumakonda,760,Dharmasagar,937,Kyathampalle,18155,Kyathampalle,22523,2,Kashagudiselu,11,5,92,108
As on (01/04/2025),Telangana,36,Hanumakonda,760,Dharmasagar,937,Kyathampalle,18155,Kyathampalle,22523,3,Kyathampalle,222,3,644,869
As on (01/04/2025),Telangana,36,Hanumakonda,760,Dharmasagar,937,Malakapalle,18161,Malakapalle,22529,1,Gunturpalle,76,10,109,195
As on (01/04/2025),Telangana,36,Hanumakonda,760,Dharmasagar,937,Malakapalle,18161,Malakapalle,22529,2,Malakapalle,759,9,2486,3254
As on (01/04/2025),Telangana,36,Hanumakonda,760,Dharmasagar,937,Mupparam,18147,Mupparam,22515,1,B.c. Colony,40,0,420,460
As on (01/04/2025),Telangana,36,Hanumakonda,760,Dharmasagar,937,Mupparam,18147,Mupparam,22515,2,Mupparam,285,28,1684,1997
As on (01/04/2025),Telangana,36,Hanumakonda,760,Dharmasagar,937,Narayanagiri,18146,Narayanagiri,22514,1,Chatalbarithanda,0,37,167,204
As on (01/04/2025),Telangana,36,Hanumakonda,760,Dharmasagar,937,Narayanagiri,18146,Narayanagiri,22514,2,Narayanagiri,404,139,3747,4290
As on (01/04/2025),Telangana,36,Hanumakonda,760,Dharmasagar,937,Narsingaraopalle,303055,Yelkurthi,22520,1,Keshavanagar,167,0,390,557
As on (01/04/2025),Telangana,36,Hanumakonda,760,Dharmasagar,937,Narsingaraopalle,303055,Yelkurthi,22520,2,Narsingarao Pally,118,8,387,513
As on (01/04/2025),Telangana,36,Hanumakonda,760,Dharmasagar,937,Narsingaraopalle,303055,Yelkurthi,22520,3,Saipeta,357,0,1226,1583
As on (01/04/2025),Telangana,36,Hanumakonda,760,Dharmasagar,937,Peddapendyala,18158,Peddapendyala,22526,1,Gunturpalli,443,0,508,951
As on (01/04/2025),Telangana,36,Hanumakonda,760,Dharmasagar,937,Peddapendyala,18158,Peddapendyala,22526,2,Peddapendyala,1724,76,3571,5371
As on (01/04/2025),Telangana,36,Hanumakonda,760,Dharmasagar,937,Rapakapalle,303056,Dharmasagar,22519,1,Rapakapally,553,0,417,970
As on (01/04/2025),Telangana,36,Hanumakonda,760,Dharmasagar,937,Somadevarapalle,18149,Somadevarapalle,22517,1,Gunturpalle,54,0,0,54
As on (01/04/2025),Telangana,36,Hanumakonda,760,Dharmasagar,937,Somadevarapalle,18149,Somadevarapalle,22517,2,Somadevarapally,130,0,998,1128
As on (01/04/2025),Telangana,36,Hanumakonda,760,Dharmasagar,937,Thatikayala,18156,Thatikayala,22524,1,Bodikya[lambadi] Thanda,0,32,151,183
As on (01/04/2025),Telangana,36,Hanumakonda,760,Dharmasagar,937,Thatikayala,18156,Thatikayala,22524,2,Kashimnagar,120,20,169,309
As on (01/04/2025),Telangana,36,Hanumakonda,760,Dharmasagar,937,Thatikayala,18156,Thatikayala,22524,3,Rayagudem,175,30,581,786
As on (01/04/2025),Telangana,36,Hanumakonda,760,Dharmasagar,937,Thatikayala,18156,Thatikayala,22524,4,Thatikayala,519,42,1647,2208
